COD_2010,COD_2022
"061680406","061680406"
"061680501","061680501"
"061680501","061680504"
"061680502","061680502"
"061680503","061680503"
"061680601","061680601"
"061680602","061680602"
"061680603","061680603"
"061680604","061680604"
"061680701","061680701"
"061680702","061680702"
"061680801","061680801"
"061680802","061680802"
"061680803","061680803"
"061680804","061680804"
"061680805","061680805"
"061680806","061680806"
"061680807","061680807"
"061680901","061680901"
"061680902","061680902"
"061680903","061680903"
"061680904","061680904"
"061680905","061680905"
"061680906","061680910"
"061680906","061680906"
"062700311","062701303"
"062700312","062701304"
"062700312","062701305"
"062700313","062701306"
"062700314","062701307"
"062700315","062701308"
"062700316","062701309"
"062700401","062700401"
"062700402","062700402"
"062700403","062700403"
"062700404","062700405"
"062700404","062700404"
"062700405","062700406"
"062700405","062700409"
"062700406","062700407"
"062700406","062700408"
"062700407","062701402"
"062700408","062701401"
"062700409","062701404"
"062700410","062701405"
"062700411","062701406"
"062700412","062701403"
"062700413","062701407"
"062700413","062701408"
"062700414","062701409"
"062700501","062700503"
"062700502","062700502"
"062700503","062700501"
"020052205","020352205"
"020052206","020352206"
"020052207","020352207"
"020052208","020352208"
"020052209","020352209"
"020052210","020352210"
"020052211","020352211"
"020052212","020352212"
"020052213","020352213"
"020060101","020420101"
"020060102","020420102"
"020060103","020420103"
"020060104","020420104"
"020060105","020420105"
"020060106","020420106"
"020060107","020420107"
"020060108","020420108"
"020060109","020420109"
"020060110","020420110"
"020060111","020420111"
"020060112","020420112"
"020060201","020420201"
"020060202","020420202"
"020060203","020420203"
"020060204","020420204"
"020060205","020420205"
"020060206","020420206"
"020060207","020420207"
"020060208","020420208"
"020060209","020420209"
"020060210","020420210"
"020060211","020420211"
"020060211","020420212"
"020060301","020420301"
"020060302","020420302"
"020060303","020420303"
"020060304","020420304"
"020060305","020420305"
"020060306","020420306"
"020060307","020420307"
"020060308","020420308"
"020060309","020420309"
"020060309","020420311"
"020060310","020420310"
"020060401","020420401"
"020060402","020420402"
"020060403","020420403"
"020060404","020420404"
"020060405","020420405"
"020060406","020420412"
"020060406","020420406"
"020060407","020420407"
"020060408","020420408"
"020060409","020420409"
"020060410","020420410"
"020060411","020420411"
"020060501","020420501"
"020060502","020420502"
"020060502","020420513"
"020060503","020420503"
"020060504","020420504"
"020060505","020420505"
"020060506","020420506"
"020060507","020420507"
"020060508","020420508"
"020060509","020420509"
"020060510","020420510"
"020060511","020420511"
"020060512","020420512"
"020060601","020420601"
"020060602","020420602"
"020060603","020420603"
"020060604","020420604"
"020060605","020420605"
"020060606","020420606"
"020060607","020420607"
"020060608","020420608"
"020060609","020420609"
"020060701","020420701"
"020060702","020420702"
"020060703","020420703"
"020060704","020420704"
"020060705","020420705"
"020060706","020420706"
"020060707","020420707"
"020060708","020420708"
"020060709","020420709"
"020060710","020420710"
"020060711","020420711"
"020060712","020420712"
"020060713","020420713"
"020060801","020420801"
"020060802","020420802"
"020060803","020420803"
"020060804","020420804"
"020060805","020420805"
"020060806","020420806"
"020060807","020420807"
"020060808","020420811"
"020060808","020420808"
"020060809","020420809"
"020060810","020420810"
"020060901","020420901"
"020060902","020420902"
"020060903","020420903"
"020060904","020420904"
"020060905","020420905"
"020060906","020420906"
"020060907","020420907"
"020060908","020420908"
"020060909","020420909"
"020060910","020420910"
"020061001","020421001"
"020061002","020421002"
"020061003","020421003"
"020061004","020421004"
"020061005","020421005"
"020061006","020421006"
"020061007","020421007"
"020061008","020421008"
"020061009","020421009"
"020061010","020421010"
"020061101","020421101"
"020061102","020421102"
"020061103","020421103"
"020061104","020421104"
"020061105","020421105"
"020061106","020421106"
"020061107","020421107"
"020061108","020421108"
"020061109","020421109"
"020061110","020421110"
"020061201","020421201"
"020061202","020421202"
"020061203","020421203"
"020061204","020421204"
"020061205","020421205"
"020061206","020421206"
"020061207","020421207"
"020061208","020421208"
"020061209","020421209"
"020061210","020421210"
"020061211","020421211"
"020061212","020421212"
"020061301","020421301"
"020061302","020421302"
"020061303","020421303"
"020061304","020421304"
"020061305","020421305"
"020061306","020421306"
"020061307","020421307"
"020061307","020421310"
"020061308","020421311"
"020061308","020421312"
"020061308","020421308"
"020061309","020421313"
"020061309","020421309"
"020061401","020421401"
"020061402","020421402"
"020061403","020421403"
"020061404","020421404"
"020061405","020421405"
"020061406","020421411"
"020061406","020421406"
"020061407","020421407"
"020061408","020421408"
"020061409","020421409"
"020061410","020421410"
"020061410","020421412"
"020061501","020421501"
"020061502","020421502"
"020061503","020421503"
"020061504","020421504"
"020061505","020421505"
"020061506","020421506"
"020061507","020421507"
"020061508","020421508"
"020061509","020421509"
"020061510","020421510"
"020061601","020421601"
"020061602","020421602"
"020061603","020421612"
"020061603","020421603"
"020061604","020421604"
"020061605","020421605"
"020061606","020421606"
"020061607","020421607"
"020061608","020421608"
"020061608","020421613"
"020061609","020421609"
"020061610","020421610"
"020061610","020421614"
"020061611","020421611"
"020061701","020421701"
"020061702","020421702"
"020061703","020421703"
"020061704","020421704"
"020061705","020421705"
"020061706","020421706"
"020061707","020421707"
"020061801","020421801"
"020061802","020421802"
"020061803","020421803"
"020061804","020421804"
"020061805","020421805"
"020061806","020421806"
"020061807","020421807"
"020061808","020421808"
"020061809","020421809"
"020061901","020421901"
"020061902","020421902"
"020061903","020421903"
"020061904","020421904"
"020061905","020421905"
"020061906","020421906"
"020061907","020421907"
"020061908","020421908"
"020062001","020422001"
"020062002","020422002"
"020062003","020422003"
"020062004","020422004"
"020062005","020422005"
"020062006","020422006"
"020062007","020422007"
"020062008","020422008"
"020062009","020422009"
"020062010","020422010"
"020062101","020422101"
"020062102","020422102"
"020062103","020422103"
"020062104","020422104"
"020062105","020422105"
"020062106","020422106"
"020062107","020422107"
"020062108","020422112"
"020062108","020422108"
"020062109","020422109"
"020062110","020422110"
"020062111","020422111"
"020070101","020490101"
"020070102","020490102"
"020070103","020490103"
"020070104","020490104"
"020070105","020490105"
"020070106","020490106"
"020070107","020490107"
"020070108","020490108"
"020070109","020490109"
"020070110","020490111"
"020070110","020490110"
"020070201","020490201"
"020070202","020490202"
"020070203","020490203"
"020070204","020490204"
"020070205","020490205"
"020070206","020490206"
"020070207","020490207"
"020070208","020490208"
"020070209","020490209"
"020070301","020490301"
"020070302","020490302"
"020070303","020490303"
"020070304","020490304"
"020070305","020490305"
"020070306","020490306"
"020070306","020490311"
"020070307","020490312"
"020070307","020490307"
"020070308","020490308"
"020070309","020490309"
"020070310","020490313"
"020070310","020490310"
"020070401","020490401"
"020070402","020490402"
"020070403","020490403"
"020070404","020490404"
"020070405","020490405"
"020070406","020490406"
"020070407","020490411"
"020070407","020490407"
"020070408","020490408"
"020070409","020490409"
"020070410","020490410"
"020070501","020490501"
"020070502","020490502"
"020070503","020490503"
"020070503","020490510"
"020070504","020490504"
"020070505","020490505"
"020070505","020490511"
"020070506","020490506"
"020070507","020490507"
"020070508","020490508"
"020070509","020490509"
"020070601","020490601"
"020070602","020490602"
"020070603","020490603"
"020070604","020490604"
"020070605","020490605"
"020070606","020490606"
"020070607","020490607"
"020070608","020490608"
"020070609","020490609"
"020070701","020490701"
"020070702","020490702"
"020070703","020490703"
"020070704","020490704"
"020070705","020490705"
"020070706","020490706"
"020070707","020490707"
"020070708","020490708"
"020070709","020490709"
"020070710","020490710"
"020070711","020490711"
"020070801","020490801"
"020070802","020490802"
"020070803","020490803"
"020070804","020490804"
"020070805","020490805"
"020070806","020490806"
"020070807","020490807"
"020070808","020490808"
"020070901","020490901"
"020070902","020490902"
"020070903","020490903"
"020070904","020490904"
"020070905","020490905"
"020070906","020490906"
"020070907","020490907"
"020070908","020490908"
"020070909","020490909"
"020070910","020490910"
"020070911","020490911"
"020071001","020491001"
"020071002","020491002"
"020071003","020491003"
"020071004","020491004"
"020071005","020491005"
"020071006","020491006"
"020071007","020491007"
"020071008","020491008"
"020071009","020491009"
"020071010","020491010"
"020071101","020491101"
"020071102","020491102"
"020071103","020491103"
"020071104","020491104"
"020071105","020491105"
"020071106","020491106"
"020071107","020491107"
"020071108","020491108"
"020071108","020491111"
"020071109","020491109"
"020071110","020491110"
"020071201","020491201"
"020071202","020491202"
"020071203","020491203"
"020071204","020491204"
"020071205","020491205"
"020071206","020491206"
"020071207","020491207"
"020071208","020491208"
"020071209","020491209"
"020071301","020491301"
"020071302","020491302"
"020071303","020491303"
"020071304","020491304"
"020071305","020491305"
"020071306","020491306"
"020071307","020491307"
"020071308","020491308"
"020071309","020491309"
"020071310","020491310"
"020071311","020491311"
"020071312","020491312"
"020071313","020491313"
"020071314","020491314"
"020071315","020491315"
"020071401","020491401"
"020071402","020491402"
"020071403","020491403"
"020071404","020491404"
"020071405","020491405"
"020071406","020491406"
"020071407","020491407"
"020071408","020491408"
"020071409","020491409"
"020071410","020491410"
"020071411","020491411"
"020071412","020491412"
"020071413","020491413"
"020071501","020491501"
"020071502","020491502"
"020071503","020491503"
"020071504","020491504"
"020071505","020491505"
"020071506","020491506"
"020071507","020491507"
"020071508","020491508"
"020071509","020491509"
"020071510","020491510"
"020071511","020491511"
"020071601","020491601"
"020071602","020491602"
"020071603","020491603"
"020071604","020491604"
"020071605","020491605"
"020071606","020491606"
"020071607","020491607"
"020071608","020491608"
"020071609","020491609"
"020071701","020491712"
"020071701","020491701"
"020071702","020491702"
"020071703","020491703"
"020071704","020491704"
"020071705","020491705"
"020071706","020491713"
"020071706","020491706"
"020071707","020491707"
"020071708","020491708"
"020071709","020491709"
"020071710","020491710"
"020071711","020491711"
"020071801","020491801"
"020071802","020491802"
"020071802","020491803"
"020071803","020491812"
"020071804","020491804"
"020071805","020491805"
