COD_2010,COD_2022
"020121605","020841618"
"020121605","020841605"
"020121605","020841617"
"020121606","020841619"
"020121606","020841620"
"020121606","020841606"
"020121607","020841607"
"020121608","020841608"
"020121608","020841621"
"020121609","020841609"
"020121610","020841610"
"020121611","020841611"
"020121612","020841612"
"020121613","020841613"
"020121614","020841614"
"020121701","020841701"
"020121702","020841702"
"020121703","020841703"
"020121704","020841704"
"020121705","020841705"
"020121706","020841706"
"020121707","020841707"
"020121708","020841708"
"020121708","020841709"
"020121708","020841710"
"020121801","020841801"
"020121802","020841802"
"020121803","020841803"
"020121804","020841804"
"020121805","020841805"
"020121806","020841806"
"020121807","020841807"
"020121808","020841808"
"020121809","020841809"
"020121810","020841810"
"020121811","020841811"
"020121812","020841812"
"020121812","020841814"
"020121812","020841815"
"020121813","020841813"
"020121901","020841901"
"020121902","020841902"
"020121903","020841903"
"020121904","020841904"
"020121905","020841905"
"020121906","020841906"
"020121907","020841907"
"020121908","020841908"
"020121909","020841909"
"020121910","020841910"
"020121911","020841911"
"020121912","020841912"
"020121913","020841913"
"020122001","020842001"
"020122207","020842213"
"020122207","020842214"
"020122207","020842207"
"020122208","020842208"
"020122209","020842209"
"020122209","020842215"
"020122210","020842210"
"020122211","020842211"
"020130101","020910101"
"020130102","020910102"
"020130103","020910103"
"020130104","020910104"
"020130104","020910115"
"020130105","020910105"
"020130106","020910106"
"020130107","020910107"
"020130108","020910108"
"020130109","020910109"
"020130110","020910110"
"020130111","020910111"
"020130112","020910112"
"020130113","020910113"
"020130114","020910114"
"020130201","020910201"
"020130201","020910212"
"020130202","020910202"
"020130203","020910203"
"020130204","020910204"
"020130205","020910205"
"020130206","020910213"
"020130206","020910206"
"020130207","020910207"
"020130208","020910208"
"020130209","020910209"
"020130210","020910210"
"020130211","020910211"
"020130301","020910301"
"020130302","020910302"
"020130303","020910303"
"020130304","020910312"
"020130304","020910311"
"020130304","020910304"
"020130305","020910305"
"020130306","020910306"
"020130307","020910307"
"020130308","020910308"
"020130309","020910309"
"020130310","020910313"
"020130310","020910310"
"020130401","020910401"
"020130402","020910402"
"020130403","020910403"
"020130404","020910404"
"020130405","020910405"
"020130406","020910406"
"020130407","020910407"
"020130408","020910408"
"020130409","020910409"
"020130410","020910410"
"020130411","020910411"
"020130412","020910415"
"020130412","020910416"
"020130412","020910412"
"020130413","020910413"
"020130414","020910414"
"020130501","020910501"
"020130502","020910502"
"020130503","020910509"
"020130503","020910510"
"020130503","020910503"
"020130504","020910511"
"020130504","020910504"
"020130505","020910505"
"020130506","020910506"
"020130506","020910512"
"020130507","020910507"
"020130508","020910508"
"020130601","020910601"
"020130602","020910602"
"020130603","020910603"
"020130604","020910604"
"020130605","020910605"
"020130606","020910606"
"020130607","020910607"
"020130608","020910608"
"020130701","020910701"
"020130702","020910702"
"020130703","020910703"
"020130704","020910704"
"020130705","020910705"
"020130706","020910706"
"020130707","020910707"
"020130708","020910708"
"020130709","020910709"
"020130801","020910801"
"020130802","020910802"
"020130803","020910803"
"020130803","020910811"
"020130804","020910804"
"020130805","020910805"
"020130806","020910806"
"020130807","020910807"
"020130808","020910808"
"020130809","020910809"
"020130810","020910810"
"020130901","020910901"
"020130902","020910902"
"020130903","020910903"
"020130904","020910904"
"020130905","020910905"
"020130905","020910911"
"020130906","020910906"
"020130907","020910907"
"020130908","020910908"
"020130909","020910909"
"020130910","020910910"
"020131001","020911001"
"020131002","020911002"
"020131002","020911013"
"020131002","020911012"
"020131003","020911014"
"020131003","020911003"
"020131004","020911015"
"020131004","020911004"
"020131005","020911005"
"020131006","020911006"
"020131007","020911007"
"020131008","020911008"
"020131009","020911009"
"020131010","020911010"
"020131011","020911011"
"020131101","020911101"
"020131102","020911102"
"020131103","020911103"
"020131104","020911104"
"020131105","020911105"
"020131106","020911106"
"020131107","020911107"
"020131201","020911201"
"020131202","020911202"
"020131203","020911203"
"020131204","020911204"
"020131205","020911205"
"020131206","020911206"
"020131207","020911207"
"020131208","020911208"
"020131209","020911209"
"020131210","020911210"
"020131301","020911301"
"020131302","020911302"
"020131303","020911303"
"020131304","020911304"
"020131305","020911305"
"020131306","020911306"
"020131307","020911307"
"020131308","020911308"
"020131309","020911309"
"020131310","020911310"
"020131311","020911311"
"020131312","020911312"
"020131313","020911313"
"020131313","020911315"
"020131314","020911314"
"020131401","020911401"
"020131402","020911402"
"020131403","020911403"
"020131404","020911404"
"020131405","020911405"
"020131406","020911406"
"020131407","020911407"
"020131408","020911408"
"020131409","020911409"
"020131410","020911410"
"020131411","020911411"
"020131501","020911501"
"020131502","020911502"
"020131503","020911503"
"020131504","020911504"
"020131505","020911505"
"020131506","020911506"
"020131507","020911507"
"020131508","020911508"
"020131509","020911509"
"020131510","020911510"
"020131511","020911511"
"020131512","020911512"
"020131601","020911601"
"020131602","020911602"
"020131603","020911603"
"020131604","020911604"
"020131605","020911605"
"020131606","020911606"
"020131607","020911607"
"020131608","020911608"
"020131609","020911609"
"020131610","020911610"
"020131611","020911611"
"020131612","020911612"
"020131613","020911613"
"020131701","020911712"
"020131701","020911701"
"020131702","020911702"
"020131702","020911713"
"020131703","020911703"
"020131704","020911704"
"020131705","020911705"
"020131706","020911706"
"020131707","020911707"
"020131708","020911708"
"020131709","020911709"
"020131710","020911710"
"020131711","020911711"
"020131801","020911801"
"020131802","020911802"
"020131803","020911803"
"020131804","020911804"
"020131805","020911805"
"020131806","020911806"
"020131807","020911807"
"020131808","020911808"
"020131809","020911809"
"020131810","020911810"
"020131901","020911901"
"020131902","020911902"
"020131903","020911903"
"020131904","020911904"
"020131905","020911905"
"020131906","020911906"
"020131907","020911907"
"020131908","020911908"
"020131909","020911909"
"020131910","020911910"
"020131911","020911911"
"020131912","020911912"
"020132001","020912001"
"020132002","020912002"
"020132003","020912003"
"020132004","020912004"
"020132005","020912005"
"020132006","020912006"
"020132007","020912007"
"020132008","020912008"
"020132009","020912009"
"020132010","020912010"
"020132011","020912011"
"020132012","020912012"
"020132101","020912101"
"020132102","020912102"
"020132103","020912103"
"020132104","020912104"
"020132105","020912105"
"020132106","020912106"
"020132107","020912107"
"020132108","020912108"
"020132109","020912109"
"020132110","020912110"
"020132201","020912201"
"020132202","020912202"
"020132203","020912203"
"020132204","020912204"
"020132205","020912205"
"020132206","020912206"
"020132207","020912207"
"020132208","020912208"
"020132209","020912209"
"020132301","020912301"
"020132301","020912312"
"020132302","020912302"
"020132303","020912303"
"020132304","020912304"
"020132305","020912305"
"020132306","020912306"
"020132307","020912307"
"020132308","020912308"
"020132309","020912309"
"020132310","020912310"
"020132311","020912311"
"020132401","020912401"
"020132402","020912402"
"020132403","020912403"
"020132404","020912404"
"020132405","020912405"
"020132406","020912406"
"020132407","020912407"
"020132408","020912408"
"020132409","020912409"
"020132410","020912410"
"020132501","020912501"
"020132502","020912502"
"020132503","020912503"
"020132504","020912504"
"020132505","020912505"
"020132506","020912506"
"020132507","020912507"
"020132508","020912508"
"020132601","020912601"
"020132602","020912602"
"020132603","020912603"
"020132604","020912604"
"020132605","020912605"
"020132606","020912606"
"020132607","020912607"
"020132608","020912608"
"020132609","020912609"
"020132610","020912610"
"020132611","020912611"
"020132701","020912701"
"020132702","020912702"
"020132703","020912703"
"020132704","020912710"
"020132704","020912704"
"020132705","020912705"
"020132706","020912706"
"020132707","020912707"
"020132707","020912711"
"020132708","020912708"
"020132709","020912709"
"020132801","020912801"
"020132802","020912802"
"020132803","020912803"
"020132804","020912804"
"020132805","020912805"
"020132806","020912806"
"020132807","020912807"
"020132808","020912808"
"020132809","020912809"
"020132810","020912810"
"020132901","020912901"
"020132902","020912902"
"020132903","020912903"
"020132904","020912904"
"020132905","020912905"
"020132906","020912906"
"020132907","020912907"
"020132908","020912908"
"020132909","020912909"
"020132910","020912910"
"020132911","020912911"
"020140101","020980101"
"020140102","020980102"
"020140103","020980103"
"020140104","020980104"
"020140105","020980105"
"020140106","020980106"
"020140107","020980107"
"020140108","020980108"
"020140109","020980109"
"020140110","020980110"
"020140201","020980201"
"020140202","020980202"
"020140203","020980203"
"020140204","020980204"
"020140205","020980205"
"020140206","020980206"
"020140207","020980207"
"020140208","020980208"
"020140209","020980209"
"020140210","020980210"
"020140301","020980301"
"020140302","020980302"
"020140303","020980303"
"020140304","020980304"
"020140305","020980305"
"020140306","020980306"
"020140307","020980307"
"020140308","020980308"
"020140309","020980309"
"020140310","020980310"
"020140311","020980311"
"020140312","020980312"
"020140401","020980401"
"020140402","020980402"
"020140403","020980403"
"020140404","020980404"
"020140405","020980405"
"020140406","020980406"
"020140407","020980407"
"020140408","020980408"
"020140409","020980409"
"020140410","020980410"
"020140501","020980501"
"020140502","020980502"
"020140503","020980503"
"020140504","020980504"
"020140505","020980505"
"020140506","020980506"
"020140507","020980507"
"020140508","020980508"
"020140509","020980509"
"020140510","020980510"
"020140601","020980601"
"020140601","020980611"
"020140601","020980612"
"020140602","020980613"
"020140602","020980602"
"020140603","020980603"
"020140604","020980604"
"020140605","020980605"
"020140606","020980606"
"020140607","020980607"
"020140608","020980608"
"020140609","020980609"
"020140610","020980610"
"020140701","020980701"
"020140701","020980711"
"020140701","020980710"
"020140702","020980702"
"020140702","020980712"
"020140702","020980713"
"020140703","020980703"
"020140704","020980715"
"020140704","020980704"
"020140704","020980714"
"020140705","020980705"
"020140706","020980706"
"020140707","020980707"
"020140708","020980716"
"020140708","020980708"
"020140709","020980709"
"020140801","020980801"
"020140801","020980810"
"020140801","020980811"
"020140802","020980802"
"020140802","020980813"
"020140802","020980812"
"020140803","020980803"
"020140804","020980804"
"020140805","020980805"
"020140806","020980806"
"020140807","020980807"
"020140808","020980808"
"020140809","020980809"
"020140809","020980814"
"020140809","020980815"
"020140901","020980914"
"020140901","020980901"
"020140902","020980902"
"020140903","020980903"
"020140903","020980915"
"020140904","020980904"
"020140905","020980905"
"020140906","020980906"
"020140907","020980907"
"020140908","020980908"
"020140909","020980909"
"020140910","020980910"
"020140911","020980916"
"020140911","020980911"
"020140912","020980912"
"020140913","020980913"
"020141001","020981001"
"020141001","020981002"
"020141101","020981101"
"020141102","020981115"
"020141102","020981116"
"020141102","020981102"
"020141103","020981103"
"020141104","020981104"
"020141105","020981105"
"020141106","020981106"
"020141107","020981107"
"020141108","020981108"
"020141109","020981109"
"020141110","020981110"
"020141111","020981111"
"020141112","020981112"
"020141113","020981113"
"020141113","020981117"
"020141114","020981114"
"020141201","020981201"
"020141202","020981202"
"020141203","020981203"
"020141203","020981212"
"020141204","020981204"
"020141205","020981205"
"020141206","020981206"
"020141207","020981207"
"020141208","020981208"
"020141209","020981209"
"020141210","020981210"
"020141211","020981211"
"020141301","020981301"
"020141302","020981302"
"020141303","020981303"
"020141304","020981304"
"020141305","020981305"
"020141306","020981306"
"020141307","020981307"
"020141508","020981508"
"020141601","020981601"
"020141602","020981602"
"020141603","020981603"
"020141604","020981604"
"020141605","020981605"
"020141606","020981606"
"020141607","020981607"
"020141701","020981701"
"020141702","020981702"
"020141703","020981703"
"020141704","020981704"
"020141705","020981705"
"020141706","020981706"
"020141707","020981707"
"020141708","020981708"
"020141801","020981801"
"020141802","020981802"
"020141803","020981803"
"020141804","020981804"
"020141805","020981805"
"020141806","020981806"
"020141807","020981807"
"020141808","020981808"
"020141901","020981901"
"020141902","020981902"
"020141903","020981903"
"020141904","020981904"
"020141905","020981905"
"020142001","020982001"
"020142002","020982002"
"020142003","020982003"
"020142004","020982004"
"020142005","020982005"
"020142006","020982006"
"020142007","020982007"
"020142101","020982101"
"020142102","020982102"
"020142103","020982103"
"020142104","020982104"
"020142105","020982105"
"020142106","020982106"
"020142107","020982107"
"020142108","020982108"
"020142109","020982109"
"020142110","020982110"
"020142111","020982111"
"020142201","020982201"
"020142202","020982202"
"020142203","020982203"
"020142204","020982204"
"020142205","020982205"
"020142206","020982206"
"020142207","020982207"
"020142208","020982208"
"020142209","020982212"
"020142209","020982209"
"020142210","020982211"
"020142210","020982210"
"020142301","020982301"
"020142302","020982302"
"020142303","020982303"
"020142304","020982304"
"020142305","020982305"
"020142306","020982306"
"020142307","020982307"
"020142308","020982312"
"020142308","020982308"
"020142309","020982313"
"020142309","020982309"
"020142310","020982314"
"020142310","020982310"
"020142311","020982311"
"020142401","020982401"
"020142402","020982402"
"020142403","020982403"
"020142404","020982404"
"020142405","020982405"
"020142406","020982406"
"020142407","020982407"
"020142408","020982408"
"020142409","020982409"
"020142501","020982501"
"020142502","020982502"
"020142503","020982503"
"020142504","020982504"
"020142505","020982505"
"020142506","020982506"
"020142507","020982507"
"020142508","020982508"
"020142509","020982509"
"020142601","020982601"
"020142602","020982602"
"020142603","020982603"
"020142604","020982604"
"020142605","020982605"
"020142606","020982606"
"020142607","020982607"
"020142701","020982701"
"020142702","020982702"
"020142703","020982703"
"020142704","020982704"
"020142705","020982705"
"020142706","020982706"
"020142707","020982707"
"020142801","020982801"
"020142802","020982802"
"020142803","020982803"
"020142804","020982804"
"020142805","020982805"
"020142806","020982806"
"020142807","020982807"
"020142808","020982808"
"020142809","020982809"
"020142810","020982810"
"020142811","020982811"
"020142812","020982812"
"020142901","020982901"
"020142902","020982902"
"020142903","020982903"
"020142904","020982904"
"020142905","020982905"
"020142906","020982906"
"020142907","020982907"
"020142908","020982908"
"020142909","020982909"
"020142910","020982910"
"020142911","020982911"
"020143001","020983001"
"020143002","020983002"
"020143003","020983003"
"020143004","020983004"
"020143005","020983005"
"020143006","020983006"
"020143007","020983007"
"020143008","020983008"
"020143009","020983009"
"020143101","020983101"
"020143102","020983102"
"020143103","020983103"
"020143104","020983104"
"020143105","020983105"
"020143106","020983106"
"020143107","020983107"
"020143108","020983108"
"020143109","020983109"
"020143110","020983110"
"020143111","020983111"
"020143112","020983112"
"020150101","021050101"
"020150102","021050102"
"020150103","021050103"
"020150104","021050104"
"020150105","021050105"
"020150106","021050106"
"020150107","021050107"
"020150108","021050108"
"020150109","021050109"
"020150110","021050110"
"020150111","021050111"
"020150112","021050112"
"020150201","021050201"
"020150202","021050202"
"020150203","021050203"
"020150204","021050204"
"020150205","021050205"
"020150206","021050206"
"020150207","021050207"
"020150208","021050208"
"020150209","021050209"
"020150210","021050210"
"020150301","021050301"
"020150302","021050302"
"020150303","021050303"
"020150304","021050304"
"020150305","021050305"
"020150306","021050306"
"020150307","021050307"
"020150308","021050308"
"020150309","021050309"
"020150310","021050310"
"020150311","021050311"
"020150312","021050312"
"020150313","021050313"
"020150401","021050401"
"020150402","021050402"
"020150403","021050403"
"020150404","021050404"
"020150405","021050405"
"020150406","021050406"
"020150407","021050407"
"020150408","021050408"
"020150409","021050409"
"020150410","021050410"
"020150411","021050411"
"020150412","021050412"
"020150413","021050413"
"020150414","021050414"
"020150501","021050501"
"020150502","021050502"
"020150503","021050503"
"020150504","021050504"
"020150505","021050505"
"020150506","021050506"
"020150507","021050507"
"020150508","021050508"
"020150509","021050509"
"020150510","021050510"
"020150511","021050511"
"020150512","021050512"
"020150513","021050513"
"020150514","021050514"
"020150601","021050601"
"020150602","021050602"
"020150603","021050603"
"020150604","021050604"
"020150605","021050605"
"020150606","021050606"
"020150607","021050607"
"020150701","021050701"
"020150702","021050702"
"020150703","021050703"
"020150704","021050704"
"020150705","021050705"
"020150706","021050713"
"020150706","021050706"
"020150707","021050707"
"020150708","021050708"
"020150709","021050709"
"020150710","021050710"
"020150711","021050711"
"020150712","021050712"
"020150801","021050801"
"020150802","021050802"
"020150803","021050803"
"020150804","021050804"
"020150805","021050805"
"020150806","021050806"
"020150807","021050807"
"020150808","021050808"
"020150809","021050809"
"020150810","021050810"
"020150901","021050901"
"020150902","021050902"
"020150903","021050903"
"020150904","021050904"
"020150905","021050905"
"020150906","021050906"
"020150907","021050907"
"020150908","021050908"
"020150908","021050909"
"020150908","021050910"
"020150908","021050911"
"020151001","021051001"
"020151002","021051002"
"020151003","021051003"
"020151004","021051004"
"020151005","021051005"
"020151006","021051006"
"020151007","021051007"
"020151008","021051008"
"020151009","021051009"
"020151010","021051010"
"020151011","021051011"
"020151012","021051012"
"020151013","021051013"
"020151101","021051114"
"020151101","021051101"
"020151102","021051102"
"020151102","021051115"
"020151103","021051103"
"020151104","021051104"
"020151105","021051105"
"020151106","021051106"
"020151107","021051107"
"020151108","021051108"
"020151109","021051109"
"020151110","021051110"
"020151111","021051116"
"020151111","021051111"
"020151112","021051112"
"020151113","021051113"
"020151201","021051201"
"020151202","021051202"
"020151203","021051203"
"020151204","021051204"
"020151205","021051205"
"020151206","021051206"
"020151207","021051207"
"020151208","021051210"
"020151208","021051208"
"020151209","021051209"
"020151301","021051301"
"020151302","021051302"
"020151303","021051303"
"020151304","021051304"
"020151305","021051305"
"020151306","021051306"
"020151307","021051307"
"020151308","021051308"
"020151309","021051309"
"020151310","021051310"
"020151401","021051401"
"020151402","021051402"
"020151403","021051403"
"020151404","021051404"
"020151405","021051405"
"020151406","021051406"
"020151407","021051407"
"020151408","021051408"
"020151409","021051409"
"020151410","021051410"
"020151411","021051411"
"020151501","021051501"
"020151502","021051502"
"020151503","021051503"
"020151504","021051504"
"020151505","021051505"
"020151506","021051506"
"020151507","021051507"
"020151508","021051508"
"020151509","021051509"
"020151510","021051510"
"020151601","021051601"
"020151602","021051602"
"020151603","021051603"
"020151604","021051604"
"020151605","021051605"
"020151606","021051606"
"020151607","021051607"
"020151608","021051608"
"020151609","021051609"
"020151610","021051610"
"020151611","021051611"
"020151701","021051701"
"020151702","021051702"
"020151703","021051703"
"020151704","021051704"
"020151705","021051705"
"020151706","021051706"
"020151707","021051707"
"020151708","021051708"
"020151709","021051709"
"020151710","021051710"
"020151711","021051711"
"020151712","021051712"
"020151801","021051801"
"020151802","021051802"
"020151803","021051803"
"020151804","021051804"
"020151805","021051805"
"020151806","021051806"
"020151807","021051807"
"020151808","021051808"
"020151809","021051809"
"020151810","021051810"
"020151811","021051811"
"020151812","021051812"
"020151813","021051813"
"020151901","021051901"
"020151902","021051902"
"020151903","021051903"
"020151904","021051904"
"020151905","021051905"
"020151906","021051906"
"020151907","021051907"
"020151908","021051908"
"020151909","021051909"
"020151910","021051910"
"020151911","021051911"
"020152001","021052001"
"020152002","021052002"
"020152003","021052003"
"020152004","021052004"
"020152005","021052005"
"020152006","021052006"
"020152007","021052007"
"020152008","021052008"
"020152009","021052009"
"020152010","021052010"
"020152011","021052011"
"020152012","021052012"
"020152101","021052101"
"020152102","021052102"
"020152103","021052103"
"020152104","021052104"
"020152105","021052105"
"020152106","021052106"
"020152107","021052107"
"020152108","021052108"
"020152109","021052109"
"020152110","021052110"
"020152111","021052111"
"020152112","021052112"
"020152113","021052113"
"060070101","060070106"
"060070102","060070108"
"060070103","060070103"
"060070104","060070102"
"060070105","060070101"
"060070106","060070109"
"060070107","060070105"
"060070107","060070104"
"060070108","060071201"
"060070109","060071203"
"060070110","060071202"
"060070111","060071208"
"060070112","060071207"
"060070113","060071206"
"060070114","060071205"
"060070114","060071204"
"060070115","060070107"
"060070201","060070201"
"060070202","060070202"
"060070203","060070203"
"060070204","060070204"
"060070205","060070205"
"060070206","060070206"
"060070207","060070207"
"060070208","060070208"
"060070209","060070209"
"060070301","060070301"
"060070302","060070302"
"060070303","060070303"
"060070304","060070304"
"060070305","060070305"
"060070306","060070306"
"060070307","060070307"
"060070308","060070308"
"060070401","060070401"
"060070402","060070402"
"060070403","060070403"
"060070404","060070404"
"060070405","060070405"
"060070406","060070406"
"060070407","060070407"
"060070408","060070408"
"060070409","060070409"
"060070410","060070410"
"060070411","060070411"
"060070412","060070412"
"060070413","060070413"
"060070501","060070501"
"060070502","060070502"
"060070503","060070503"
"060070504","060070504"
"060070505","060070505"
"060070506","060070506"
"060070507","060070507"
"060070508","060070508"
"060070509","060070509"
"060070510","060070510"
"060070511","060070511"
"060070512","060070512"
"060070513","060070513"
"060070514","060070514"
"060070515","060070515"
"060070516","060070516"
"060070601","060070601"
"060070602","060070602"
"060070603","060070603"
"060070604","060070604"
"060070605","060070605"
"060070606","060070606"
"060070607","060070607"
"060070608","060070608"
"060070609","060070609"
"060070610","060070610"
"060070611","060070611"
"060070612","060070612"
"060070613","060070613"
"060070614","060070614"
"060070615","060070615"
"060070701","060070701"
"060070702","060070705"
"060070702","060070702"
"060070703","060070703"
"060070704","060070704"
"060070801","060070801"
"060070802","060070808"
"060070802","060070809"
"060070803","060070804"
"060070804","060070803"
"060070805","060070802"
"060070806","060070805"
"060070807","060070806"
"060070808","060070807"
"060070809","060071308"
"060070809","060071309"
"060070810","060071306"
"060070811","060071305"
"060070812","060071301"
"060070813","060071304"
"060070813","060071302"
"060070814","060071303"
"060070814","060071307"
"060070901","060070901"
"060070902","060070902"
"060070903","060070903"
"060070904","060070904"
"060070905","060070905"
"060070906","060070906"
"060071001","060071001"
"060071002","060071002"
"060071003","060071003"
"060071004","060071004"
"060071005","060071005"
"060071006","060071006"
"060071007","060071007"
"060071008","060071008"
"060071009","060071009"
"060071010","060071010"
"060071011","060071011"
"060071012","060071012"
"060071101","060071101"
"060071102","060071102"
"060071103","060071103"
"060071104","060071104"
"060071105","060071105"
"060071106","060071106"
"060071107","060071107"
"060071108","060071108"
"060071109","060071109"
"060071110","060071110"
"060071111","060071111"
"060140101","060140101"
"060140201","060140201"
"060140301","060140301"
"060140302","060140302"
"060140401","060140401"
"060140501","060140501"
"060140502","060140502"
"060140503","060140503"
"060140504","060140504"
"060140505","060140505"
"060140601","060140601"
"060140701","060140701"
"060140801","060140801"
"060140901","060140901"
"060141001","060141009"
"060141002","060141001"
"060141002","060141003"
"060141003","060141002"
"060141004","060141007"
"060141005","060141008"
"060141006","060141608"
"060141007","060141609"
"060141007","060141604"
"060141007","060141605"
"060141008","060141607"
"060141009","060141601"
"060141010","060141006"
"060141011","060141602"
"060141012","060141606"
"060141013","060141603"
"060141014","060141005"
"060141015","060141004"
"060141101","060141101"
"060141201","060141201"
"060141202","060141202"
"060141301","060141301"
"060141401","060141401"
"060141501","060141501"
"060210101","060210101"
"060210102","060210102"
"060210202","060210202"
"060210203","060210203"
"060210205","060210205"
"060210206","060210208"
"060210206","060210206"
"060210207","060210209"
"060210207","060210207"
"060210301","060210301"
"060210302","060210302"
"060210401","060210401"
"060210402","060210402"
"060210501","060210501"
"060210502","060210502"
"060210503","060210503"
"060210601","060210602"
"060210602","060210605"
"060210602","060210608"
"060210603","060210606"
"060210604","060211103"
"060210605","060210607"
"060210606","060211105"
"060210607","060211106"
"060210607","060211108"
"060210608","060211104"
"060210609","060210601"
"060210609","060210609"
"060210610","060211102"
"060210610","060211101"
"060210611","060210604"
"060210611","060210603"
"060210612","060211107"
"060210701","060210701"
"060210702","060210702"
"060210801","060210801"
"060210802","060210802"
"060210803","060210803"
"060210804","060210804"
"060210901","060210901"
"060210902","060210902"
"060210903","060210903"
"060210904","060210904"
"060211001","060211001"
"060211002","060211002"
"060211002","060211004"
"060211003","060211003"
"060280101","060280101"
"060280102","060280103"
"060280103","060280102"
"060280104","060280105"
"060280105","060280104"
"060280106","060280108"
"060280107","060280107"
"060280107","060280106"
"060280108","060284002"
"060280109","060284001"
"060280110","060284006"
"060280111","060284007"
"060280112","060284005"
"060280113","060284004"
"060280114","060284003"
"060280115","060284008"
"060280201","060280201"
"060280201","060280209"
"060280202","060280202"
"060280203","060280203"
"060280204","060280204"
"060280205","060280205"
"060280206","060280206"
"060280207","060280207"
"060280208","060280208"
"060280301","060280301"
"060280302","060280302"
"060280303","060280303"
"060280304","060280304"
"060280305","060280305"
"060280306","060280306"
"060280307","060280307"
"060280308","060280308"
"060280309","060280309"
"060280310","060280310"
"060280311","060280311"
"060280512","060280512"
"060280513","060280513"
"060280601","060280601"
"060280602","060280606"
"060280603","060280608"
"060280604","060280609"
"060280605","060280607"
"060280606","060280604"
"060280606","060280605"
"060280607","060280602"
"060280608","060280603"
"060280609","060284105"
"060280610","060284102"
"060280611","060284101"
"060280612","060284103"
"060280613","060284104"
"060280614","060284106"
"060280615","060284107"
"060280615","060284108"
"060280701","060280701"
"060280702","060280702"
"060280703","060280703"
"060280704","060280704"
"060280705","060280705"
"060280706","060280706"
"060280706","060280712"
"060280707","060280707"
"060280707","060280713"
"060280708","060280708"
"060280709","060280709"
"060280710","060280710"
"060280711","060280711"
"060280801","060280801"
"060280802","060280802"
"060280803","060280803"
"060280804","060280804"
"060280805","060280805"
"060280806","060280806"
"060280807","060280807"
"060280808","060280808"
"060280809","060280809"
"060280810","060280810"
"060280811","060280811"
"060280812","060280812"
"060280813","060280813"
"060280901","060280901"
"060280902","060280902"
"060280903","060280903"
"060280904","060280904"
"060280905","060280905"
"060280906","060280906"
"060280907","060280907"
"060280908","060280908"
"060280909","060280909"
"060281001","060281001"
"060281002","060281002"
"060281003","060281003"
"060281004","060281008"
"060281005","060281007"
"060281006","060281006"
"060281007","060281005"
"060281008","060281004"
"060281009","060284201"
"060281010","060284202"
"060281011","060284203"
"060281012","060284204"
"060281013","060284205"
"060281014","060284206"
"060281015","060284207"
"060281016","060284208"
"060281017","060284209"
"060281101","060281101"
"060281102","060281102"
"060281103","060281103"
"060281104","060281104"
"060281105","060281105"
"060281106","060281106"
"060281107","060281107"
"060281108","060281108"
"060281109","060281109"
"060281110","060281110"
"060281111","060281111"
"060281112","060281112"
"060281113","060281113"
"060281201","060281201"
"060281202","060281202"
"060281203","060281203"
"060281204","060281204"
"060281205","060281205"
"060281206","060281206"
"060281207","060281207"
"060281208","060281208"
"060281209","060281209"
"060281210","060281210"
"060281211","060281211"
"060281301","060281301"
"060281301","060281314"
"060281302","060281302"
"060281303","060281303"
"060281304","060281304"
"060281305","060281305"
"060281306","060281306"
"060281307","060281307"
"060281308","060281308"
"060281309","060281309"
"060281310","060281310"
"060281311","060281311"
"060281312","060281312"
"060281313","060281313"
"060281401","060281401"
"060281402","060281402"
"060281403","060281403"
"060281404","060281404"
"060281405","060281405"
"060281406","060281406"
"060281407","060281407"
"060281408","060281408"
"060281409","060281409"
"060281410","060281410"
"060281501","060281501"
"060281502","060281502"
"060281503","060281503"
"060281504","060281504"
"060281505","060281505"
"060281506","060281506"
"060281507","060281507"
"060281508","060281508"
"060281509","060281509"
"060281510","060281510"
"060281511","060281511"
"060281512","060281512"
"060281601","060281601"
"060281602","060281602"
"060281603","060281603"
"060281604","060281604"
"060281605","060281605"
"060281606","060281606"
"060281607","060281607"
"060281608","060281608"
"060281701","060281701"
"060281702","060281702"
"060281703","060281703"
"060281704","060281704"
"060281705","060281705"
"060281706","060281706"
"060281707","060281707"
"060281708","060281708"
"060281709","060281709"
"060281801","060281801"
"060281802","060281802"
"060281803","060281803"
"060281804","060281804"
"060281805","060281805"
"060281806","060281806"
"060281807","060281807"
"060281808","060281808"
"060281808","060281812"
"060281809","060281809"
"060281809","060281813"
"060281810","060281810"
"060281811","060281811"
"060281901","060281901"
"060281902","060281902"
"060281903","060281905"
"060281904","060281903"
"060281905","060281904"
"060281906","060284302"
"060281907","060284301"
"060281907","060284303"
"060281908","060284304"
"060281909","060281906"
"060281910","060284305"
"060281911","060284306"
"060281912","060284307"
"060281913","060284308"
"060282001","060282012"
"060282002","060282011"
"060282003","060282005"
"060282004","060282004"
"060282004","060282003"
"060282005","060282007"
"060282005","060282006"
"060282006","060282010"
"060282007","060282008"
"060282008","060282009"
"060282009","060282013"
"060282010","060284403"
"060282011","060284404"
"060282012","060282002"
"060282012","060284402"
"060282012","060284405"
"060282012","060284401"
"060282012","060282001"
"060282012","060284411"
"060282012","060284410"
"060282012","060284412"
"060282013","060284406"
"060282013","060284407"
"060282014","060284408"
"060282015","060284409"
"060282101","060282101"
"060282102","060282102"
"060282103","060282103"
"060282104","060282104"
"060282105","060282105"
"060282106","060282106"
"060282107","060282107"
"060282108","060282108"
"060282109","060282109"
"060282110","060282110"
